id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
595972109894819132,Artist Arboretum 4BR Home w/ Sanctuary Garden Spa,3147600,Mellington And Oliver,Capitol Hill,Stevens,47.62610295024551,-122.30131004639985,Entire home/apt,442,2,1,2022-06-11,1,1,293,1,STR-OPLI-22-000884
596291635765924150,"Lovely, spacious loft with spectacular views",25407483,Will,Other neighborhoods,Fremont,47.66297,-122.35931,Entire home/apt,215,7,4,2022-05-16,2.00,2,307,4,STR-OPLI-20-000191
597252623710078037,New modern studio with full kitchen and laundry,24952573,Kiran,Seward Park,Seward Park,47.55409,-122.27106,Entire home/apt,95,2,12,2022-06-12,5.45,1,93,12,STR-OPLI-22-000469
586270163842363211,Lovely Downtown apartment,110371594,Jonathan,Downtown,Yesler Terrace,47.60317219855971,-122.32186386123684,Entire home/apt,162,30,0,,,1,332,0,
586379548058943065,Renovated cozy studio suite near Downtown,450366191,Christopher,Central Area,Atlantic,47.59387,-122.30623,Entire home/apt,133,1,29,2022-06-12,11.30,1,277,29,STR-OPLI-22-000498
597498178418498313,"Luxe Lower Queen Anne 1BR w/ Gym, Lounge & Bike Storage, by Blueground",107434423,Blueground,Queen Anne,Lower Queen Anne,47.62133,-122.360458,Entire home/apt,171,31,0,,,308,316,0,
586765510517374903,Beautiful 2 bedroom house w/ views in Capitol Hill,13700761,Mariana,Capitol Hill,Stevens,47.62466,-122.30306,Entire home/apt,246,1,2,2022-05-23,1.09,2,0,2,STR-OPLI-19-001917
586985186249575890,"*New* Downtown Seattle Westlake on Dexter 4 beds/ 1 bath near waterfront, Unit 1",23165254,Lux,Cascade,Westlake,47.63784,-122.34232,Entire home/apt,175,1,1,2022-06-11,1,10,353,1,STR-OPLI-21-001296
586989944693119098,"*New* Downtown Seattle Westlake on Dexter 4 beds/ 1 bath near waterfront, Unit 2",23165254,Lux,Cascade,Westlake,47.63576,-122.34299,Entire home/apt,201,1,3,2022-06-08,3,10,359,3,STR-OPLI-21-001296
597930403746977443,Cheerful Capitol Hill Home with 98 Walk Score,96383376,Miranda,Capitol Hill,Broadway,47.622459,-122.317574,Entire home/apt,440,2,3,2022-05-29,1.70,1,337,3,STR-OPLI-22-000594
587159603999714007,"Elegant 3BR Home w/ Parking, Fireplace & Rooftop!",450537528,Georgia,Capitol Hill,Broadway,47.62345,-122.31375,Entire home/apt,285,3,2,2022-05-30,1.03,1,4,2,STR-OPLI-22-000619
587845918668028342,NEW Eastlake 4BR3BA Million$Home&Views | Sleeps 10,314324381,Sophari,Cascade,Eastlake,47.63957,-122.32353,Entire home/apt,440,3,2,2022-06-01,2,18,327,2,STR-OPLI-22-000764
598164118618513972,Welcome to my Cozy and modern home,379462222,Enni,Other neighborhoods,Broadview,47.73098,-122.35561,Private room,47,2,5,2022-05-13,3.00,3,20,5,STR-OPLI-21-000564
598474251054229327,Wonderful suite near Ballard & Green Lake!,449870098,Jennifer,Other neighborhoods,Phinney Ridge,47.68164651853471,-122.35981371350172,Entire home/apt,240,1,3,2022-06-02,2.00,1,103,3,STR-OPLI-19-003055
587858153505713098,Cheerful 2-bedroom home in charming Montlake!,299301044,Darcy,Capitol Hill,Stevens,47.63608,-122.30667,Entire home/apt,231,3,4,2022-05-29,2.67,1,252,4,STR-OPLI-22-000579
587891913235225845,"Dog-friendly home with WiFi, washer/dryer, enclosed yard and deck",104834083,Vacasa Washington,Northgate,Haller Lake,47.72953,-122.34145,Entire home/apt,276,2,3,2022-05-01,1.22,45,365,3,STR-OPLI-21-000973
587959924909074709,"Top-floor condo with shared pool, hot tub, & gym - walkable to everything",104834083,Vacasa Washington,Downtown,Belltown,47.61384,-122.34724,Entire home/apt,187,2,9,2022-06-03,3.55,45,328,9,STR-OPLI-22-000417
587992371931471092,7B house / yard / parking minutes to UW,407735842,Jian,University District,University District,47.66447,-122.31944,Entire home/apt,295,30,1,2022-04-30,0.64,14,297,1,
588087586029657344,"Upscale Ballard 2BR w/ BBQ, Lounge & W/D, onsite retail, by Blueground",107434423,Blueground,Ballard,West Woodland,47.669201,-122.374031,Entire home/apt,234,31,0,,,308,209,0,
598709616361749465,Humble Studio in North Seattle!,199447906,Chelsea,Northgate,Haller Lake,47.72854751507455,-122.34294616139577,Entire home/apt,92,30,0,,,6,305,0,
588226983891685855,"Sleek Mt Baker 1BR w/ Gym, Rooftop & W/D, near light rail, by Blueground",107434423,Blueground,Beacon Hill,North Beacon Hill,47.579498,-122.300575,Entire home/apt,214,31,0,,,308,365,0,
598743566130021425,Cozy 1-bedroom in the best neighborhood of Seattle,30847377,Suparna,Queen Anne,West Queen Anne,47.63951,-122.37104,Private room,95,1,6,2022-05-12,3.40,2,325,6,STR-OPLI-22-000720
588297452815097390,"Bright Mt Baker 1BR w/ Gym, Rooftop & W/D, near light rail, by Blueground",107434423,Blueground,Beacon Hill,North Beacon Hill,47.578678,-122.300591,Entire home/apt,160,31,0,,,308,275,0,
588473863704430207,Nice Studio Apartment - Excellent Uptown Location,99932610,"MGRE 105 Mercer, LLC",Queen Anne,Lower Queen Anne,47.6232,-122.35542,Entire home/apt,116,30,0,,,23,180,0,
588936667143339173,"Luxe Mt Baker 1BR w/ Gym, Rooftop & W/D, near light rail, by Blueground",107434423,Blueground,Beacon Hill,North Beacon Hill,47.578678,-122.300591,Entire home/apt,140,31,0,,,308,343,0,
588938693522996989,"Ideal Mt Baker 1BR w/ Gym, Rooftop & W/D, near light rail, by Blueground",107434423,Blueground,Beacon Hill,North Beacon Hill,47.579498,-122.300575,Entire home/apt,140,31,0,,,308,348,0,
599123308275005464,"Sunny Mt Baker 2BR w/ Gym, Rooftop & W/D, near light rail, by Blueground",107434423,Blueground,Beacon Hill,North Beacon Hill,47.579498,-122.300575,Entire home/apt,199,31,0,,,308,331,0,
599123842916706401,"Lower Queen Anne Studio w/ Gym, Lounge & Bike Storage, by Blueground",107434423,Blueground,Queen Anne,Lower Queen Anne,47.62133,-122.360458,Entire home/apt,163,31,0,,,308,248,0,
599124255986992593,"Premium Belltown 1BR w/ W/D, Gym & Lounge, near Metro, by Blueground",107434423,Blueground,Downtown,Belltown,47.615692,-122.347923,Entire home/apt,324,31,0,,,308,358,0,
599205596133828323,purple room,48441443,Savannah,Central Area,Minor,47.61171101938643,-122.31334971139016,Private room,109,30,0,,,5,287,0,
588974395191357396,Private 2-Bedroom Escape w/Stunning Views,13936276,Brad,West Seattle,Alki,47.59061,-122.38257,Entire home/apt,222,1,10,2022-06-12,4.11,1,112,10,STR-OPLI-22-000480
599340823188779965,Lovely one bedroom condo Close to everything,453076802,Terece,Downtown,Pike-Market,47.6096603644483,-122.34060725709877,Entire home/apt,130,1,7,2022-05-31,3.56,1,274,7,Exempt
589073893243043307,Recently Remodeled Micro Unit 01 Right by UW,432527532,Wesley,University District,University District,47.66338,-122.30716,Entire home/apt,100,1,1,2022-05-01,0.65,11,315,1,STR-OPLI-22-000902
589166332071066012,Kasa | Alley Facing 1BD in Prime Seattle Location | Pike Place Market,88566861,Kasa,Downtown,Pike-Market,47.61006,-122.34089,Entire home/apt,313,2,16,2022-06-08,6.15,5,329,16,Exempt
599380263060949879,Fabulous Water View from Queen Ann House/ Rooftop,453085054,Mahsa,Queen Anne,East Queen Anne,47.64006,-122.34597,Entire home/apt,395,1,15,2022-05-30,6.82,1,34,15,STR-OPLI-22-000625
599588697583982132,Lovely 1 Bedroom Condo in the Heart of Seattle!,51704372,Hemant,Downtown,Belltown,47.61826131044495,-122.34692232783992,Entire home/apt,182,1,8,2022-06-12,6.32,1,110,8,STR-OPLI-22-000743
589183706879128804,2-Bed Rental Unit in Seattle w/ Lake & Mntn Views,19048175,Pam,Central Area,Leschi,47.60685881774668,-122.2863596145892,Entire home/apt,275,3,0,,,1,63,0,STR-OPLI-22-000791
589216435244884010,"Luxury 2BR Townhouse - Private Patio, Lake Union",439304067,Stacey,Queen Anne,East Queen Anne,47.64039,-122.34511,Entire home/apt,363,1,1,2022-05-28,1,1,131,1,STR-OPLI-22-000312
589220237598751572,Seattle spacious room with king and single beds,151190425,Sudip,Rainier Valley,Rainier Beach,47.50994,-122.2574,Private room,62,1,8,2022-05-24,2.93,7,322,8,STR-OPLI-21-000239
600206714341584839,Remodeled studio in lovely neighborhood with shared yard and fast WiFi - dog OK,104834083,Vacasa Washington,Ballard,Sunset Hill,47.67887382247587,-122.39605692510452,Entire home/apt,144,2,4,2022-06-06,2.45,45,348,4,STR-OPLI-22-000513
600504909591395978,"Dreamy Columbia City 1BR w/ W/D & Gym, steps to Light Rail, by Blueground",107434423,Blueground,Rainier Valley,Columbia City,47.56123,-122.292892,Entire home/apt,131,31,0,,,308,311,0,
600505315678646870,"Airy Columbia City 2BR w/ W/D & Gym, steps to Light Rail, by Blueground",107434423,Blueground,Rainier Valley,Columbia City,47.56123,-122.292892,Entire home/apt,177,31,0,,,308,331,0,
600506911834087266,"Sleek Columbia City 2BR w/ W/D & Gym, steps to Light Rail, by Blueground",107434423,Blueground,Rainier Valley,Columbia City,47.56123,-122.292892,Entire home/apt,197,31,0,,,308,282,0,
600507370750934318,"Chic Columbia City 1BR w/ W/D & Gym, steps to Light Rail, by Blueground",107434423,Blueground,Rainier Valley,Columbia City,47.56123,-122.292892,Entire home/apt,113,31,0,,,308,331,0,
600516633214082445,1 bedroom Downtown Seattle,372982351,Terence,Downtown,Central Business District,47.61131,-122.33875,Entire home/apt,132,1,9,2022-05-30,4.03,2,276,9,Exempt
589695222413224883,Cozy lake view home with two bedrooms,7881708,Nathan,Rainier Valley,Rainier Beach,47.50992,-122.25152,Entire home/apt,177,2,5,2022-06-13,2.38,1,142,5,STR-OPLI-22-000581
589930629091484126,1Bedroom Apartment in Seattle w/ Parking,48005494,Zeus,Downtown,Belltown,47.61722,-122.35368,Entire home/apt,192,30,0,,,97,333,0,
600623869472971569,"Alki Haven- STUNNING Water Views, Rooftop Patio",207773925,Lisa,West Seattle,Alki,47.586455149675764,-122.39654517902217,Entire home/apt,572,2,2,2022-05-25,2,5,236,2,STR-OPLI-22-000355
589951756691923906,Beautiful Modern Farmhouse Near DT w/6 queen rooms,28420265,Sherry,Beacon Hill,South Beacon Hill,47.53638,-122.28969,Entire home/apt,428,2,0,,,30,163,0,STR-OPLI-22-000704
590485155367108511,✨NEW✨10/10LOCATION🚙🚗PARKING👑KBED🏙VIEWS,432675332,Thang,Cascade,Westlake,47.6371,-122.34322,Entire home/apt,182,2,0,,,3,295,0,str-opli-21-001318
600764212592476916,"Lux 3BD, 15 min from everything! 3 story, Parking!",48646454,Isaac,Northgate,Haller Lake,47.71234909847789,-122.33069519019216,Entire home/apt,161,1,10,2022-06-01,7.50,3,0,10,STR-OPLI-22-000731
604686700650709645,Cozy Updated Mid-Century House in West Seattle,454217757,David,Delridge,North Delridge,47.56831,-122.36006,Entire home/apt,155,2,0,,,1,95,0,STR-OPLI-22-000831
604720184064367821,"Serene Queen Anne 1BR w/ Roof, Gym & W/D, near Metro, by Blueground",107434423,Blueground,Queen Anne,Lower Queen Anne,47.625805,-122.344101,Entire home/apt,141,31,0,,,308,286,0,
601331243064835822,Charming Beacon Hill Suite!,451090013,Erika,Beacon Hill,North Beacon Hill,47.57598870097999,-122.31359085769301,Entire home/apt,175,1,8,2022-06-06,4.00,1,262,8,STR-OPLI-21-000298
604976119019694198,Heart of Eastlake beautiful 1 bd 1 ba,72342735,Raishelle,Cascade,Eastlake,47.63592964031819,-122.32470248468073,Entire home/apt,200,1,1,2022-06-10,1,1,326,1,STR-OPLI-22-000849
605069601512033035,Seattle @Alki Beach Stay with rooftop view & AC,418944932,2Plus,West Seattle,Alki,47.58636516115436,-122.39567822231962,Entire home/apt,528,2,4,2022-06-12,3.75,2,118,4,STR-OPLI-22-000667
605141600093709686,"Amazing Seattle Downtown 2BR Condo with Courtyard View! Free Parking! Hot tub, Pool! (99 walk score)",238425582,Allen 阿兰,Downtown,Belltown,47.61536018891586,-122.3485489505118,Entire home/apt,317,1,10,2022-06-09,5.08,8,130,10,STR-OPLI-22-000570
601431413510482385,Charming West Seattle Family Home,47332984,Keith,West Seattle,North Admiral,47.57548085100506,-122.39008539992714,Entire home/apt,302,4,0,,,5,154,0,STR-OPLI-22-000586
601487591216874324,Nirvana on Top of the World,6137030,Stephen,Other neighborhoods,Phinney Ridge,47.67452176882528,-122.35620149042295,Private room,227,1,4,2022-05-14,2.50,5,362,4,STR-OPLI-23-003265
605182592256609118,High Rise one Bedroom Perfect getaway!,66843233,Keith,Downtown,Belltown,47.61560599272808,-122.33202907144333,Private room,145,1,4,2022-06-06,2.61,1,1,4,STR-OPLI-22-000715
605444961238649641,"Spacious Belltown 1BR w/ W/D, Gym & Lounge, near Metro, by Blueground",107434423,Blueground,Downtown,Belltown,47.615692,-122.347923,Entire home/apt,175,31,0,,,308,283,0,
605608031104084020,"Ideal Columbia City 1BR w/ W/D & Gym, steps to Light Rail, by Blueground",107434423,Blueground,Rainier Valley,Columbia City,47.56123,-122.292892,Entire home/apt,117,31,0,,,308,300,0,
605610550265754116,"Trendy Columbia City 1BR w/ W/D & Gym, steps to Light Rail, by Blueground",107434423,Blueground,Rainier Valley,Columbia City,47.56123,-122.292892,Entire home/apt,125,31,0,,,308,280,0,
601531866005852481,The Greek Room - 8 min to Downtown by Light Rail,258796003,Julia,University District,University District,47.66494,-122.3109,Private room,79,1,4,2022-05-18,2.03,56,58,4,STR-OPLI-19-002281
601599827736118088,Quaint Maple Leaf studio apartment,424482132,Julie,Northgate,Maple Leaf,47.6922758589601,-122.31310771104215,Entire home/apt,66,1,1,2022-06-05,1,1,83,1,STR-OPLI-22-000949
605611000590608351,"Lovely Columbia City Studio w/ W/D & Gym, near Light Rail, by Blueground",107434423,Blueground,Rainier Valley,Columbia City,47.56123,-122.292892,Entire home/apt,129,31,0,,,308,164,0,
605611391910452129,"Premium Columbia City Studio w/ W/D & Gym, near Light Rail, by Blueground",107434423,Blueground,Rainier Valley,Columbia City,47.56123,-122.292892,Entire home/apt,107,31,0,,,308,340,0,
605621108280542140,"Modern Columbia City Studio w/ W/D & Gym, near Light Rail, by Blueground",107434423,Blueground,Rainier Valley,Columbia City,47.56123,-122.292892,Entire home/apt,115,31,0,,,308,263,0,
605621639997033029,"Bright Columbia City 2BR w/ W/D & Gym, steps to Light Rail, by Blueground",107434423,Blueground,Rainier Valley,Columbia City,47.56123,-122.292892,Entire home/apt,193,31,0,,,308,315,0,
605674690400183085,Incredible apartment home | 1BR in Seattle,359069961,Casey,Queen Anne,Lower Queen Anne,47.621942164361194,-122.35662349521,Entire home/apt,238,33,0,,,43,305,0,
602188542500658199,Modern 1-bedroom condo in Green Lake area,411134669,Anastasiia,Other neighborhoods,Phinney Ridge,47.681518718816534,-122.34727736852538,Entire home/apt,149,3,1,2022-06-11,1,4,207,1,STR-OPLI-21-000682
602957433699305886,Entire Capitol Hill Home for Short Term Rental,1400144,Eric,Capitol Hill,Broadway,47.62165109118615,-122.31655440049292,Entire home/apt,195,4,0,,,1,218,0,STR-OPLI-21-000984
603547270102258362,"Quiet dog-friendly home with fast WiFi, private W/D, and lake and sunset vistas",104834083,Vacasa Washington,Other neighborhoods,Laurelhurst,47.65732623688331,-122.27922611314933,Entire home/apt,300,2,1,2022-05-01,0.65,45,355,1,STR-OPLI-22-000338
605881420395022298,Adorable 2-bedroom in Greenlake with free parking,87980538,Karen,Other neighborhoods,Wallingford,47.66753304933766,-122.33155123957854,Entire home/apt,124,3,0,,,1,18,0,STR-OPLI-22-000865
603628104978194582,Delightful 3BR House in Seattle + Fenced Yard,48005494,Zeus,Capitol Hill,Stevens,47.62651507381545,-122.29672554998858,Entire home/apt,205,30,0,,,97,197,0,
603634791333335331,Prime Seattle New Modern Townhouse,115845030,Jared,Beacon Hill,North Beacon Hill,47.581397897605825,-122.31366437991998,Entire home/apt,225,30,0,,,1,106,0,
606099950893859504,"Stylish 2-bd Home, Blocks to Shops & Light Rail",121377906,Glen,Northgate,Pinehurst,47.71174186649158,-122.32294694462577,Entire home/apt,168,2,6,2022-06-01,6,1,23,6,STR-OPLI-22-000793
606486138153879870,Adorable Guest Suite/Near Light Rail&Airport,230287218,Dorothy,Rainier Valley,Rainier Beach,47.51142,-122.26149,Entire home/apt,110,2,4,2022-05-30,3.08,11,64,4,STR-OPLI-19-002141
603881823085653351,"Cozy, Modern home, in West Seattle",419524150,Malika,Delridge,South Delridge,47.522369,-122.357536,Entire home/apt,198,2,4,2022-06-02,2.26,1,320,4,str-opli-22-000685
606490999941733083,"Cheerful, conveniently located 1-bedroom home",171628253,Nanda And Dave,Lake City,Victory Heights,47.70255588395001,-122.30224739581715,Entire home/apt,63,1,1,2022-05-31,1,1,330,1,STR-OPLI-22-000166
606495206624386668,Cozy Affordable Private Room in Capitol Hill,446597020,Gabriela,Downtown,First Hill,47.61196086214292,-122.32321434080826,Private room,70,30,0,,,2,304,0,
607324619910013725,The Waterfront Room in the Central District,258796003,Julia,Central Area,Mann,47.60205,-122.30035,Private room,94,1,4,2022-05-26,2.22,56,61,4,STR-OPLI-19-000975
604032200878060844,"Seattle Belltown Condo w/Parking, 99Walk Score 🌺",150488044,Toni Marie,Downtown,Belltown,47.617496,-122.346306,Entire home/apt,182,2,7,2022-06-08,6.56,4,109,7,STR-OPLI-22-000571
604492463876712252,"Central, Spacious Two-Room Suite with parking",88569866,Judy,Cascade,Eastlake,47.64414180220914,-122.32443448046756,Private room,94,2,1,2022-06-14,1,3,12,1,STR-OPLI-21-001989
604559733458458920,"""Modern + Vintage"" Craftsman in heart of Greenwood",51517056,Keith & Lauren,Other neighborhoods,Greenwood,47.69400693524543,-122.35201508677434,Entire home/apt,637,4,0,,,2,72,0,STR-OPLI-22-000216
615954707099569217,Stunning 2 Bedroom Pied A Terre - Amazing Views,456675170,Tara,Downtown,Belltown,47.61398306544721,-122.34031632143541,Entire home/apt,265,4,2,2022-05-26,1.82,1,43,2,STR-OPLI-20-000872
607434975377106905,Wonderful Wallingford Townhome!,448465822,Range,Other neighborhoods,Fremont,47.661307442075234,-122.34581308636172,Entire home/apt,250,2,4,2022-05-21,2.67,2,310,4,STR-OPLI-22-000719
616023372234900880,Newly Remodeled House in front of Volunteer Park,25319995,Bory,Capitol Hill,Broadway,47.62997079351903,-122.31281850380874,Entire home/apt,600,30,0,,,3,364,0,
607893511371788134,"Comfortable, Clean, Chic, Centrally-located Condo",25361693,Tobie,Downtown,First Hill,47.612137,-122.329803,Entire home/apt,199,3,2,2022-06-08,1.28,1,71,2,STR-OPLI-22-000687
616679626937272143,PIKE PLACE ICONIC VIEW 2 BD/2 BATH STEPS TO MARKET,42208598,Michelle,Downtown,Pike-Market,47.608963,-122.339066,Entire home/apt,569,6,1,2022-06-12,1,1,51,1,STR-OPLI-22-000801
607997290340138774,Beautiful relaxing home 4BR/3BA near Light Rail,289666185,Nhat,Rainier Valley,Brighton,47.53832500103454,-122.27478828224717,Entire home/apt,400,3,5,2022-06-13,4.69,2,320,5,STR-OPLI-22-000714
608112560937358523,Rental micro studio Seattle,152734194,Ella,Central Area,Minor,47.60227996928074,-122.31250010484314,Entire home/apt,82,1,9,2022-06-04,5.19,8,261,9,STR-OPLI-21-000580
617269076348507708,Rest easy and live life | Studio in Seattle,359069961,Casey,Downtown,Yesler Terrace,47.60556,-122.3215,Entire home/apt,160,30,0,,,43,365,0,
617346174590666746,Sand Point Pl with Pets,9364055,Porpoise,Other neighborhoods,Laurelhurst,47.66504294764569,-122.28129679474104,Entire home/apt,252,3,0,,,1,120,0,STR-OPLI-22-000763
618031151274526757,"Top Floor, Lower Queen Anne Retreat",99932610,"MGRE 105 Mercer, LLC",Queen Anne,Lower Queen Anne,47.62552,-122.35478,Entire home/apt,147,30,2,2022-05-23,2,23,112,2,STR-OPLI-21-000291
608179043207541231,Cozy 2b/r 1bath condo across SCH,3169976,Valerie,Other neighborhoods,Bryant,47.664778606786584,-122.28348369233734,Private room,65,30,0,,,1,308,0,
618063320449928735,View Castle in Fremont!,22414188,Grace,Other neighborhoods,Fremont,47.65554514372282,-122.35223947919704,Entire home/apt,420,30,0,,,1,42,0,
608831101132228380,The Seattle Room - 8 min to Downtown by Light Rail,258796003,Julia,University District,University District,47.664976090714376,-122.3094010078815,Private room,71,1,3,2022-05-22,2.09,56,66,3,STR-OPLI-19-002281
609174480193841846,"Sunny First Hill 2BR w/ Gym, W/D & BBQ, near Seattle U, by Blueground",107434423,Blueground,Downtown,First Hill,47.610161,-122.324043,Entire home/apt,222,31,0,,,308,333,0,
618115576450708720,Spacious Private Room in Seattle Classic Home,460561,Elizabeth,Capitol Hill,Stevens,47.626650124435265,-122.30324419471607,Private room,118,2,4,2022-06-07,4,1,322,4,STR-OPLI-22-000788
618116760221192823,Seattle Classic Urban Retreat,109283396,Alex,Downtown,Central Business District,47.610607,-122.336502,Entire home/apt,197,2,2,2022-06-08,2,3,70,2,STR-OPLI-22-000846
618134168251547265,Remodeled Home 3 Miles From UW Grad @Husky Stadium,457152560,Kevin,Lake City,Matthews Beach,47.69373275280188,-122.27555247703472,Entire home/apt,566,4,3,2022-05-17,2.81,1,8,3,STR-OPLI-21-001054
609358013633909700,The Loft,455198699,Kenneth,Seward Park,Seward Park,47.56494040486822,-122.2701753771414,Entire home/apt,100,5,0,,,1,182,0,STR-OPLI-22-000658
609481259207134534,Perfect remote work apt in Seattle's best location,56124518,David,Queen Anne,Lower Queen Anne,47.6313,-122.35818,Entire home/apt,127,30,0,,,1,244,0,
618381546556987079,Brand New 2B2B Heart of CapHill/Cal Anderson Park,25110157,Eva & Sid,Capitol Hill,Broadway,47.61729,-122.317871,Entire home/apt,327,2,8,2022-06-08,5.71,12,157,8,STR-OPLI-22-000550
618909699252765543,Beautiful Studio Space Needle View in Amazon Land,357567003,Tugba,Cascade,South Lake Union,47.62114,-122.343178,Entire home/apt,180,30,0,,,4,276,0,
619046782417316085,Modern+Cozy 1BR Suite in North Queen Anne,6897415,Julie,Queen Anne,North Queen Anne,47.64762949066843,-122.35902176354112,Entire home/apt,130,2,8,2022-06-12,7.06,1,85,8,STR-OPLI-22-000721
619072803332032038,"Rooftop Views Walkable to Seattle Center, Gates, Amazon 2BR 3BA",8009691,Seattle’s Best Stay,Queen Anne,Lower Queen Anne,47.62659048584796,-122.35049964400514,Entire home/apt,366,1,4,2022-05-28,3.16,6,132,4,STR-OPLI-22-000640
619535924238040193,Warm & Inviting 2BD Bungalow | Urban Seattle Haven,4656446,Air Concierge,Central Area,Minor,47.615932,-122.303345,Entire home/apt,218,3,0,,,8,57,0,STR-OPLI-22-000062
609550385412590186,Studio Loft in Capitol Hill,9460263,Malina,Capitol Hill,Stevens,47.63215773125722,-122.30241691224512,Entire home/apt,167,1,0,,,1,323,0,STR-OPLI-20-001137
609702237286233229,Landing | Modern Apartment with Amazing Amenities (ID924476),263502162,Landing,Queen Anne,Lower Queen Anne,47.62255104344242,-122.35948517650979,Entire home/apt,200,30,0,,,13,308,0,
619971180240741165,"Lux South Lake Union 1BR w/ Gym, W/D, by Blueground",107434423,Blueground,Cascade,South Lake Union,47.6205691,-122.3413499,Entire home/apt,174,31,0,,,308,277,0,
610100121429407095,Charming centrally located townhouse with roofdeck,99528063,Ali,University District,University District,47.664541320994815,-122.31936871129048,Entire home/apt,250,6,0,,,2,49,0,STR-OPLI-19-000458
620162321058574579,Street level studio apartment,178324623,Dennis,Seward Park,Seward Park,47.55378279351679,-122.2708167362073,Entire home/apt,108,2,1,2022-06-04,1,1,56,1,STR-OPLI-22-000802
610376187578739811,"Cap Hill unit near UW, the Arboretum, and buses",69399109,Kevin,Capitol Hill,Stevens,47.62410054067928,-122.30120166935907,Entire home/apt,205,1,6,2022-06-14,5.45,1,339,6,STR-OPLI-22-000805
620260659162173923,Modern Home in the Heart of Seattle! with Pool!,386420269,Kathryn,Downtown,Belltown,47.61596353294355,-122.34679435859437,Entire home/apt,235,2,4,2022-06-12,4,12,103,4,STR-OPLI-19-001119
610454396492170944,Seattle Vacation Home: 3 bed 3 bath Townhome in Madison Valley,54812088,Lynne,Central Area,Mann,47.622027297796,-122.2972218121667,Entire home/apt,337,1,2,2022-06-12,2,44,169,2,STR-OPLI-22-000390
620266620447137501,Centrally Located Upper Studio in Fremont,93669300,Emma,Other neighborhoods,Fremont,47.652856283505265,-122.34849220489431,Entire home/apt,120,30,0,,,1,332,0,
610461001240930459,Tranquil downtown condo: Parking + W/D + King bed,86206483,Lucia,Downtown,Central Business District,47.61316,-122.33086,Entire home/apt,278,1,7,2022-06-01,4.57,1,316,7,STR-OPLI-22-000616
610528102461708537,Seattle Vacation Home grows to West Seattle with an amazing 4 bedroom home,54812088,Lynne,Delridge,High Point,47.54614567538523,-122.36328183049591,Entire home/apt,377,1,0,,,44,187,0,STR-OPLI-22-000760
610784187237395689,Beautiful 2BR House in Seattle,48005494,Zeus,Capitol Hill,Broadway,47.61811141109566,-122.31896077292362,Entire home/apt,292,30,0,,,97,355,0,
620434260680216642,Lovely 1 bedroom apartment with fire pit,456516071,Keke,Downtown,Pioneer Square,47.597652,-122.331978,Entire home/apt,200,1,6,2022-06-13,6,2,309,6,STR-PLLI-22-000016
610867354186156277,Cozy 2BD Alki Beach House!,419386771,Recreation,West Seattle,Alki,47.574342884890676,-122.41374752208984,Entire home/apt,244,4,2,2022-06-01,2,2,0,2,STR-OPLI-22-000707
620454649077567493,The British Room - 8 min to Downtown by Light Rail,258796003,Julia,University District,University District,47.66438,-122.30945,Private room,78,1,2,2022-05-19,1.67,56,56,2,STR-OPLI-19-002281
611003862992228226,Spacious apartment next to Light rail 位于中华城的宽敞公寓。,407735842,Jian,Downtown,International District,47.59760263895799,-122.32248101765117,Entire home/apt,168,30,1,2022-06-01,1,14,318,1,
620897318573479005,Level Seattle ◆◆ Level Suite,452014951,Level Seattle,Cascade,South Lake Union,47.62144411970244,-122.33660547303,Entire home/apt,280,30,0,,,17,349,0,
611160524168430092,New & contemporary home: roof top deck + king bed,273803822,Ling,Central Area,Mann,47.61490737978228,-122.30054660690028,Entire home/apt,310,1,2,2022-05-30,2,1,284,2,STR-OPLI-21-001397
620913160565746405,Level Seattle ◆◆ One Bedroom Suite,452014951,Level Seattle,Cascade,South Lake Union,47.61992448507968,-122.33548030929886,Entire home/apt,290,30,0,,,17,313,0,
611567768061228885,Entire 2B2B townhouse with rooftop lake/city view,1363229,Jack,Other neighborhoods,Fremont,47.65918624401011,-122.34702742443089,Entire home/apt,162,1,3,2022-05-07,1.96,2,0,3,STR-OPLI-22-000505
620934802327137005,Level Seattle ◆◆ Two Bedroom Suite,452014951,Level Seattle,Cascade,South Lake Union,47.62149688149793,-122.33528705621656,Entire home/apt,320,30,0,,,17,364,0,
620943771942306456,Level Seattle ◆◆ Deluxe Two Bedroom Suite,452014951,Level Seattle,Cascade,South Lake Union,47.62144,-122.33569,Entire home/apt,336,30,0,,,17,364,0,
620951780283944712,Level Seattle ◆◆ Executive Two Bedroom Suite,452014951,Level Seattle,Cascade,South Lake Union,47.62133865405882,-122.33677017717129,Entire home/apt,440,30,0,,,17,364,0,
620957594558550276,Level Seattle ◆◆ Executive Two Bedroom & Office,452014951,Level Seattle,Cascade,South Lake Union,47.61962,-122.33652,Entire home/apt,460,30,0,,,17,364,0,
620964436072371146,Level Seattle ◆◆ Deluxe One Bedroom Suite,452014951,Level Seattle,Cascade,South Lake Union,47.621467794146746,-122.33564729143887,Entire home/apt,240,30,0,,,17,364,0,
620970781299589000,Level Seattle ◆◆ Deluxe One Bedroom Suite & Office,452014951,Level Seattle,Cascade,South Lake Union,47.62175073963313,-122.33656565605347,Entire home/apt,320,30,0,,,17,364,0,
